"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","income_cat"
"13077",-121.3,38.59,25,3002,718,1660,613,2.1116,89600,"INLAND",2
"13085",-121.36,38.57,26,1793,244,653,235,5.6485,129500,"INLAND",4
"13087",-121.34,38.58,17,1605,258,748,262,5.0917,134100,"INLAND",4
"13092",-121.35,38.56,16,2278,370,1203,371,5.0622,132400,"INLAND",4
"13093",-121.36,38.56,17,6225,938,3064,947,5.2881,138000,"INLAND",4
"13094",-121.37,38.55,21,2713,432,1287,440,4.5815,125500,"INLAND",4
"13098",-121.35,38.51,29,2337,391,1054,352,4.2206,157700,"INLAND",3
"13099",-121.4,38.47,4,20982,3392,10329,3086,4.3658,130600,"INLAND",3
"13100",-121.38,38.47,4,14418,2282,6578,2140,4.5604,145900,"INLAND",4
"13103",-121.35,38.46,2,6992,1132,2816,984,4.3879,144400,"INLAND",3
"13111",-121.38,38.4,15,4155,637,1722,616,4.8831,154400,"INLAND",4
"13113",-121.35,38.4,11,2322,459,1373,424,3.175,94400,"INLAND",3
"13118",-121.22,38.4,14,2655,441,1277,422,4.6989,213800,"INLAND",4
"13124",-121.26,38.27,20,1314,229,712,219,4.4125,144600,"INLAND",3
"13128",-121.31,38.28,16,1708,391,687,378,1.9485,155400,"INLAND",2
"13129",-121.3,38.26,19,1403,276,901,290,3.215,104600,"INLAND",3
"13132",-121.3,38.25,27,2475,548,1703,517,2.5727,86100,"INLAND",2
"13135",-121.43,38.46,18,1378,235,818,262,4.0625,100300,"INLAND",3
"13137",-121.44,38.47,16,1215,223,787,233,4.1597,95900,"INLAND",3
"13147",-121.57,38.19,36,1395,264,700,244,2.4353,162500,"INLAND",2
"13151",-121.47,36.92,27,2049,417,1230,336,4.6477,265900,"INLAND",4
"13152",-121.53,36.85,23,3359,725,1862,651,2.6719,193600,"INLAND",2
"13154",-121.6,36.88,21,3416,624,1862,595,4.7813,241500,"<1H OCEAN",4
"13155",-121.5,36.81,20,1345,230,731,217,4.2333,363300,"INLAND",3
"13159",-121.4,36.85,50,2666,613,1768,555,2.6598,157300,"INLAND",2
"13170",-121.44,36.84,7,1644,338,1143,331,4.005,180400,"INLAND",3
"13171",-121.42,36.85,7,1626,325,677,304,2.3125,170800,"INLAND",2
"13175",-121.06,36.72,23,395,70,166,52,2.2132,1e+05,"INLAND",2
"13176",-120.95,36.47,52,1691,301,618,239,3.2292,225000,"<1H OCEAN",3
"13188",-117.7,34.08,10,1979,454,1117,389,3.7802,107300,"INLAND",3
"13202",-117.7,34.06,7,732,145,431,132,2.9107,95300,"INLAND",2
"13206",-117.7,34.05,24,2834,470,1815,471,4.7357,162500,"INLAND",4
"13207",-117.71,34.06,16,1458,295,912,331,3.625,160400,"INLAND",3
"13211",-117.69,34.04,5,4459,896,2028,881,4.0096,182600,"INLAND",3
"13219",-117.68,34,5,3761,580,2335,648,5.7338,225400,"INLAND",4
"13220",-117.69,34,28,707,154,561,129,2.5781,111600,"INLAND",2
"13223",-117.71,34.03,11,3467,749,2163,676,3.4267,164400,"INLAND",3
"13224",-117.67,34.03,20,8561,1411,4861,1450,4.7056,165500,"INLAND",4
"13227",-117.68,34.01,20,7326,1555,5718,1538,3.2073,123500,"INLAND",3
"13240",-117.66,34.13,17,3229,405,1289,407,6.3842,307100,"INLAND",5
"13242",-117.66,34.13,19,3995,554,1523,509,6.075,254100,"INLAND",5
"13248",-117.64,34.12,18,3605,534,1682,480,5.8407,202900,"INLAND",4
"13249",-117.65,34.11,29,2927,634,1710,623,3.6219,176600,"INLAND",3
"13255",-117.66,34.12,16,3853,541,1726,497,6.1195,251100,"INLAND",5
"13264",-117.66,34.1,37,1971,345,939,358,3.4634,145300,"INLAND",3
"13268",-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000,"INLAND",2
"13276",-117.63,34.1,15,4799,1209,2554,1057,2.6582,122800,"INLAND",2
"13279",-117.65,34.09,46,1214,281,701,294,2.7083,116300,"INLAND",2
"13287",-117.65,34.08,35,2621,391,1074,391,4.7176,166400,"INLAND",4
"13291",-117.66,34.07,36,2072,408,964,395,2.8702,137000,"INLAND",2
"13300",-117.64,34.08,33,1987,455,1369,475,2.4464,122600,"INLAND",2
"13301",-117.63,34.08,38,1810,371,1257,354,3.8355,111700,"INLAND",3
"13303",-117.62,34.07,15,4061,811,2884,734,3.3936,127000,"INLAND",3
"13304",-117.62,34.08,30,1372,235,1047,225,3.1597,116300,"INLAND",3
"13307",-117.62,34.08,22,2626,631,1678,557,3.125,111800,"INLAND",3
"13311",-117.61,34.09,11,2000,391,1503,426,4.6167,144000,"INLAND",4
"13314",-117.65,34.07,35,2501,651,1182,591,1.4464,113200,"INLAND",1
"13331",-117.66,34.04,16,2081,348,1332,356,4.7872,147600,"INLAND",4
"13337",-117.67,34.04,13,1543,NA,776,358,3.0598,99700,"INLAND",3
"13338",-117.68,34.04,27,574,103,321,103,3.9107,186500,"INLAND",3
"13343",-117.65,34.03,15,4420,903,2373,858,3.449,149100,"INLAND",3
"13345",-117.64,34.05,32,1129,251,1378,268,3.0057,96900,"INLAND",3
"13357",-117.6,34.03,16,1499,232,918,239,5.5677,175400,"INLAND",4
"13363",-117.61,34.02,8,63,9,25,7,7.7197,275000,"INLAND",5
"13367",-117.63,33.94,36,447,95,2886,85,4.2578,183300,"INLAND",3
"13371",-117.54,34.12,4,17577,2819,7766,2473,5.1333,181800,"INLAND",4
"13375",-117.51,34.16,2,718,98,119,50,4.1,315000,"INLAND",3
"13383",-117.59,34.13,10,20263,3915,9716,3744,3.8505,169600,"INLAND",3
"13384",-117.58,34.11,14,11635,2055,6443,2009,4.7547,157600,"INLAND",4
"13392",-117.59,34.09,16,2401,465,1757,500,3.9755,120400,"INLAND",3
"13396",-117.58,34.02,4,5998,1092,3182,1042,5.2692,174800,"INLAND",4
"13402",-117.45,34.13,16,5058,965,3388,878,3.6417,119000,"INLAND",3
"13413",-117.48,34.08,28,1922,382,1565,340,3.915,117400,"INLAND",3
"13416",-117.42,34.06,27,2532,495,1305,436,2.9107,143100,"INLAND",2
"13418",-117.47,34.06,33,1379,273,884,229,2.7574,125000,"INLAND",2
"13421",-117.5,34.04,4,3428,649,2158,632,5.0175,143400,"INLAND",4
"13423",-117.46,34.04,3,12870,2315,5820,1759,4.2429,147300,"INLAND",3
"13427",-117.38,34.2,16,193,45,312,76,3.7578,137500,"INLAND",3
"13435",-117.43,34.1,43,1898,418,971,366,2.4735,89900,"INLAND",2
"13443",-117.43,34.09,18,3172,632,1621,573,2.7437,120200,"INLAND",2
"13444",-117.42,34.08,21,4460,930,2657,839,2.7569,127500,"INLAND",2
"13447",-117.43,34.07,18,2453,537,1503,500,2.3768,95300,"INLAND",2
"13450",-117.4,34.08,21,3622,667,2503,720,3.8531,105400,"INLAND",3
"13454",-117.41,34.11,29,3999,772,2602,760,3.5481,105500,"INLAND",3
"13457",-117.39,34.11,16,1140,181,627,206,4.9444,132700,"INLAND",4
"13460",-117.39,34.1,12,7184,1516,4862,1235,2.4492,103800,"INLAND",2
"13461",-117.39,34.1,19,1000,211,572,230,2.4028,112500,"INLAND",2
"13464",-117.37,34.13,17,2681,470,1621,459,3.875,118500,"INLAND",3
"13469",-117.38,34.09,8,3955,815,2184,725,3.3438,127600,"INLAND",3
"13470",-117.36,34.09,32,3616,631,2131,593,3.2879,95500,"INLAND",3
"13473",-117.38,34.07,6,1156,191,910,234,4.9091,122400,"INLAND",4
"13476",-117.4,34.09,5,6190,993,3615,963,4.4034,133200,"INLAND",3
"13478",-117.39,34.07,15,1966,331,1118,323,3.8558,122700,"INLAND",3
"13480",-117.4,34.07,28,2879,659,1661,554,2.066,88100,"INLAND",2
"13483",-117.35,34.12,22,5640,889,3157,887,4.1581,126500,"INLAND",3
"13493",-117.4,34.04,17,1906,334,1550,338,3.025,81800,"INLAND",3
"13494",-117.39,34.04,27,2919,549,1841,564,2.8682,96400,"INLAND",2
"13496",-117.35,34.17,28,1905,372,1480,341,2.9844,79200,"INLAND",2
"13502",-117.35,34.15,32,2699,552,2086,551,2.2974,84500,"INLAND",2
"13503",-117.35,34.16,36,1717,348,1054,279,2.4444,73400,"INLAND",2
"13511",-117.34,34.13,29,331,85,341,107,0.7069,70300,"INLAND",1
"13514",-117.33,34.12,38,1703,385,1356,363,2.0391,70400,"INLAND",2
"13517",-117.35,34.11,34,2104,388,1578,365,3.0833,88400,"INLAND",3
"13533",-117.34,34.18,7,2914,481,1584,499,4.6312,124900,"INLAND",4
"13539",-117.3,34.15,38,740,163,332,138,2.4107,88000,"INLAND",2
"13558",-117.32,34.1,27,2053,461,1737,463,3.1213,78800,"INLAND",3
"13563",-117.28,34.15,36,1734,280,604,259,3.8292,122200,"INLAND",3
"13567",-117.28,34.16,26,2469,532,1068,501,1.9832,122100,"INLAND",2
"13568",-117.28,34.16,35,2028,456,972,398,2.3778,90700,"INLAND",2
"13569",-117.28,34.15,32,2170,430,815,401,3.1765,135000,"INLAND",3
"13580",-117.3,34.13,52,1859,395,968,333,1.2034,79500,"INLAND",1
"13587",-117.28,34.12,47,2456,611,1653,512,1.3973,66100,"INLAND",1
"13589",-117.29,34.12,45,1369,351,1046,274,1.8438,72100,"INLAND",2
"13591",-117.29,34.11,48,1498,448,1586,455,1.1687,70800,"INLAND",1
"13598",-117.28,34.09,44,376,NA,273,107,2.2917,90800,"INLAND",2
"13617",-117.27,34.12,31,2209,636,1314,562,1.7235,78800,"INLAND",2
"13619",-117.27,34.13,36,3337,687,2388,589,2.9628,87800,"INLAND",2
"13627",-117.27,34.11,44,567,134,565,150,1.8281,62900,"INLAND",2
"13631",-117.33,34.08,37,2267,405,1175,403,3.75,95200,"INLAND",3
"13634",-117.34,34.08,35,1380,248,730,264,3.2305,93700,"INLAND",3
"13638",-117.32,34.08,41,1359,264,786,244,2.5208,85500,"INLAND",2
"13643",-117.33,34.06,42,530,123,390,124,1.0469,67000,"INLAND",1
"13647",-117.31,34.08,43,1697,387,1181,352,1.9234,74600,"INLAND",2
"13656",-117.31,34.04,5,2785,577,1310,536,3.39,149500,"INLAND",3
"13670",-117.25,34.08,30,2981,605,1784,573,2.45,85800,"INLAND",2
"13672",-117.27,34.07,21,418,132,401,120,1.7206,82100,"INLAND",2
"13675",-117.27,34.05,34,1703,395,849,359,3.1607,138200,"INLAND",3
"13690",-117.2,34.14,14,2647,524,989,479,3.1513,160000,"INLAND",3
"13694",-117.23,34.12,6,4464,1093,2364,952,2.3848,81600,"INLAND",2
"13695",-117.23,34.13,10,1145,293,726,251,1.645,68700,"INLAND",2
"13699",-117.21,34.13,31,3037,565,1834,575,3.3445,92900,"INLAND",3
"13707",-117.22,34.11,26,2972,NA,1972,532,2.0388,80400,"INLAND",2
"13708",-117.21,34.12,32,1677,354,1021,339,3.6853,90900,"INLAND",3
"13717",-117.18,34.08,28,2243,399,1464,379,3.2105,90300,"INLAND",3
"13721",-117.18,34.07,28,1306,279,885,255,2.1154,75300,"INLAND",2
"13728",-117.19,34.06,21,6107,1559,2805,1444,2.5643,102700,"INLAND",2
"13729",-117.18,34.05,29,3436,731,1323,676,2.4943,122300,"INLAND",2
"13730",-117.17,34.05,29,4007,700,1576,696,3.1801,149300,"INLAND",3
"13736",-117.2,34.04,24,1587,222,676,234,6.0715,173400,"INLAND",5
"13744",-117.16,34.08,9,5306,993,2630,925,4.51,135800,"INLAND",4
"13748",-117.14,34.07,3,5542,828,2506,806,5.5875,162000,"INLAND",4
"13759",-117.15,34.03,32,2832,393,1033,385,6.5648,237200,"INLAND",5
"13761",-117.17,34.03,33,4583,648,1760,638,6.3308,230600,"INLAND",5
"13768",-117.12,34.04,25,2495,438,1071,405,4.8173,146600,"INLAND",4
"13776",-117.1,34.03,24,4144,826,2127,772,2.5172,96000,"INLAND",2
"13782",-117.04,34.02,24,4663,1213,1851,1116,1.4418,103500,"INLAND",1
"13787",-117.04,34.04,30,3474,735,1674,691,2.5863,98300,"INLAND",2
"13790",-117.62,34.44,6,8884,1687,3767,1334,3.599,140200,"INLAND",3
"13801",-117.36,34.54,7,3940,764,2140,711,3.0357,91300,"INLAND",3
"13806",-117.03,34.91,27,2718,583,1472,509,2.825,76600,"INLAND",2
"13812",-117.01,34.89,26,2599,498,1332,443,2.7198,70400,"INLAND",2
"13817",-117.2,34.46,7,8414,1584,5146,1517,3.2794,92500,"INLAND",3
"13825",-117.17,34.49,13,4460,925,2225,840,2.0136,94100,"INLAND",2
"13834",-117.25,34.53,13,5841,955,2455,915,4.1333,158200,"INLAND",3
"13836",-117.2,34.52,12,4476,761,2255,735,3.925,118500,"INLAND",3
"13837",-117.17,34.51,15,5151,942,2896,897,3.4875,90800,"INLAND",3
"13838",-117.18,34.54,5,3772,619,2097,635,3.8194,98500,"INLAND",3
"13839",-117.3,34.53,38,1643,489,1196,406,1.2275,64100,"INLAND",1
"13840",-117.3,34.54,31,1174,360,1161,328,1.06,56500,"INLAND",1
"13842",-117.31,34.53,26,2299,496,1259,441,2.6125,79900,"INLAND",2
"13845",-117.33,34.53,10,3781,712,2044,685,3.0943,97100,"INLAND",3
"13847",-117.35,34.5,10,2163,392,1174,362,3.375,98000,"INLAND",3
"13850",-117.3,34.52,34,4493,838,2335,779,3.1635,74300,"INLAND",3
"13857",-117.32,34.48,8,4627,887,2739,846,3.0204,93100,"INLAND",3
"13864",-117.28,34.41,14,2105,396,960,396,2.9934,118200,"INLAND",2
"13865",-117.29,34.41,11,5934,1380,2756,1239,1.5758,108300,"INLAND",2
"13868",-117.27,34.39,6,6988,1121,3660,1092,4.2224,125700,"INLAND",3
"13882",-117.27,34.42,9,5643,1005,3166,957,3.2077,93300,"INLAND",3
"13884",-117.27,34.45,8,6463,1095,3213,1031,3.2215,108800,"INLAND",3
"13885",-116.72,34.89,14,4527,875,1640,590,2.8594,81700,"INLAND",2
"13887",-115.75,35.23,5,208,78,132,56,2.5333,75000,"INLAND",2
"13891",-116.14,34.45,12,8796,1721,11139,1680,2.2612,137500,"INLAND",2
"13895",-116.35,34.13,9,1969,406,805,349,1.5491,62300,"INLAND",2
"13901",-116.51,34.45,21,8502,2634,2330,991,1.3811,51300,"INLAND",1
"13907",-116.47,34.07,22,5473,1234,2581,1098,1.9375,65300,"INLAND",2
"13910",-116.4,34.12,16,5648,1089,2524,1008,2.6739,78000,"INLAND",2
"13915",-116.06,34.15,15,10377,2331,4507,1807,2.2466,66800,"INLAND",2
"13924",-114.47,34.4,19,7650,1901,1129,463,1.82,80100,"INLAND",2
"13944",-117.19,34.27,16,7961,1147,879,280,5.2146,255200,"INLAND",4
"13967",-116.99,34.3,29,5055,1036,410,191,3.5104,157100,"INLAND",3
"13968",-116.89,34.27,13,3661,770,567,228,4.4063,152600,"INLAND",3
"13973",-116.83,34.25,15,8948,1985,1316,514,2.7375,90800,"INLAND",2
"13975",-116.76,34.29,14,3959,849,1064,376,2.8214,111400,"INLAND",2
"13981",-116.88,34.19,38,898,259,106,52,1.6875,225000,"INLAND",2
"13982",-117.46,34.85,7,9759,1816,2933,1168,3.4912,157700,"INLAND",3
"13983",-117.28,35.13,32,671,166,856,114,2.6477,53300,"INLAND",2
"13984",-116.85,34.98,26,3606,792,1683,608,2.6587,57400,"INLAND",2
"13985",-117.14,34.75,33,552,120,347,97,1.8158,1e+05,"INLAND",2
"13987",-117.06,34.87,14,3348,619,1756,557,3.5987,91400,"INLAND",3
"14001",-117.24,34.59,4,5027,797,1869,686,3.5507,186100,"INLAND",3
"14009",-117.19,32.75,52,1495,230,459,190,8.1548,500001,"NEAR OCEAN",5
"14012",-117.17,32.76,45,3149,639,1160,661,2.7266,354200,"NEAR OCEAN",2
"14013",-117.17,32.75,38,5430,1176,2357,1100,3.654,249000,"NEAR OCEAN",3
"14017",-117.16,32.75,23,2474,594,1107,536,2.9705,245500,"NEAR OCEAN",2
"14020",-117.16,32.74,21,1882,486,903,482,3.06,243800,"NEAR OCEAN",3
"14024",-117.16,32.75,34,1785,558,804,490,2.2687,2e+05,"NEAR OCEAN",2
"14040",-117.14,32.75,19,1358,613,766,630,1.0353,150000,"NEAR OCEAN",1
"14046",-117.14,32.76,35,1785,493,965,506,2.0792,160000,"NEAR OCEAN",2
"14066",-117.12,32.75,17,2060,633,1251,602,1.9886,119200,"NEAR OCEAN",2
"14078",-117.12,32.76,41,1469,421,803,395,2.1856,120500,"NEAR OCEAN",2
"14094",-117.11,32.76,19,2188,616,1304,607,2.0852,114400,"NEAR OCEAN",2
"14097",-117.11,32.75,11,1607,478,1384,450,2.05,1e+05,"NEAR OCEAN",2
"14099",-117.11,32.75,18,1943,587,1329,522,1.7696,103100,"NEAR OCEAN",2
"14102",-117.1,32.76,31,987,267,619,250,2.9286,151800,"NEAR OCEAN",2
"14119",-117.11,32.73,27,3160,627,1628,612,3.8864,132600,"NEAR OCEAN",3
"14130",-117.09,32.75,20,1701,503,1482,465,1.6789,95500,"NEAR OCEAN",2
"14136",-117.07,32.75,9,3464,749,1687,645,3.3026,119100,"NEAR OCEAN",3
"14138",-117.05,32.74,34,2178,455,1193,446,3.1719,115300,"NEAR OCEAN",3
"14145",-117.08,32.74,33,3260,673,1784,666,3.5078,126500,"NEAR OCEAN",3
"14149",-117.08,32.73,36,1158,218,619,233,3.6125,122500,"NEAR OCEAN",3
"14156",-117.07,32.77,38,3779,614,1495,614,4.3529,184000,"NEAR OCEAN",3
"14157",-117.07,32.76,42,1827,378,880,380,2.5125,176600,"NEAR OCEAN",2
"14158",-117.08,32.77,25,3911,849,1580,767,2.7778,184100,"NEAR OCEAN",2
"14162",-117.04,32.77,21,1824,447,962,431,2.7826,143800,"<1H OCEAN",2
"14163",-117.05,32.77,23,2556,662,1200,548,1.8899,147700,"NEAR OCEAN",2
"14164",-117.06,32.77,18,2269,682,1329,581,1.7951,161800,"NEAR OCEAN",2
"14168",-117.05,32.77,33,3535,683,1568,672,2.8097,158300,"NEAR OCEAN",2
"14176",-117.05,32.75,35,2144,388,1003,383,3.0938,137300,"NEAR OCEAN",3
"14177",-117.07,32.72,18,1758,286,987,277,4.6875,141800,"NEAR OCEAN",4
"14184",-117.07,32.71,39,2754,652,2263,619,2.2454,89600,"NEAR OCEAN",2
"14185",-117.08,32.7,35,1477,264,852,279,3.1786,100600,"NEAR OCEAN",3
"14190",-117.08,32.71,27,2204,598,1656,521,1.4821,86200,"NEAR OCEAN",1
"14197",-117.03,32.71,33,3126,627,2300,623,3.2596,103000,"NEAR OCEAN",3
"14199",-117.02,32.71,20,4050,745,2870,761,3.7366,121800,"NEAR OCEAN",3
"14215",-117.06,32.68,41,2665,515,1664,512,2.375,113500,"NEAR OCEAN",2
"14218",-117.05,32.67,32,4227,785,2842,795,3.9646,137800,"NEAR OCEAN",3
"14221",-117.06,32.66,33,3425,511,1528,479,5.6889,234600,"NEAR OCEAN",4
"14231",-117.04,32.69,9,3417,860,2521,828,3.02,158900,"NEAR OCEAN",3
"14233",-117.04,32.68,11,1875,357,1014,386,4.375,115000,"NEAR OCEAN",3
"14235",-117.02,32.69,7,6055,1004,3031,952,4.436,135000,"NEAR OCEAN",3
"14249",-117.1,32.72,5,1615,387,1094,394,2.2024,137200,"NEAR OCEAN",2
"14269",-117.11,32.69,39,395,159,620,162,2.725,86500,"NEAR OCEAN",2
"14274",-117.13,32.69,36,1469,400,1271,340,1.043,90100,"NEAR OCEAN",1
"14275",-117.13,32.7,48,786,230,917,231,1.875,75600,"NEAR OCEAN",2
"14276",-117.13,32.7,42,1210,292,945,258,0.8991,78900,"NEAR OCEAN",1
"14278",-117.13,32.7,35,1179,344,1372,330,1.9509,70200,"NEAR OCEAN",2
"14286",-117.13,32.72,19,1341,435,1048,360,1.975,117900,"NEAR OCEAN",2
"14290",-117.13,32.74,46,3355,768,1457,708,2.6604,170100,"NEAR OCEAN",2
"14295",-117.13,32.72,43,2160,504,1221,452,2.4821,140600,"NEAR OCEAN",2
"14302",-117.14,32.72,43,1073,344,660,279,2.0529,168800,"NEAR OCEAN",2
"14305",-117.14,32.71,52,1225,332,955,321,1.6011,106300,"NEAR OCEAN",2
"14306",-117.14,32.71,52,979,314,975,297,1.2375,1e+05,"NEAR OCEAN",1
"14308",-117.14,32.71,52,500,NA,480,108,1.8696,91100,"NEAR OCEAN",2
"14314",-117.13,32.7,35,365,98,463,112,2.5588,78800,"NEAR OCEAN",2
"14316",-117.14,32.7,40,1227,330,1199,316,1.2188,92500,"NEAR OCEAN",1
"14323",-117.15,32.7,52,458,148,1283,166,1.2863,86300,"NEAR OCEAN",1
"14325",-117.15,32.72,52,344,177,460,147,1.2292,137500,"NEAR OCEAN",1
"14329",-117.17,32.71,7,2493,693,951,641,4.2375,205000,"NEAR OCEAN",3
"14332",-117.15,32.72,51,1321,NA,781,499,1.3071,250000,"NEAR OCEAN",1
"14337",-117.17,32.72,44,626,256,572,229,1.5909,262500,"NEAR OCEAN",2
"14339",-117.16,32.73,52,1863,559,906,493,1.9203,195800,"NEAR OCEAN",2
"14341",-117.16,32.74,49,1815,495,601,410,3.0571,418800,"NEAR OCEAN",3
"14344",-117.17,32.74,38,5054,1168,2366,1103,2.9422,289400,"NEAR OCEAN",2
"14346",-117.2,32.76,40,581,157,298,156,2.4,255000,"NEAR OCEAN",2
"14354",-117.22,32.75,26,696,185,384,184,2.6121,125000,"NEAR OCEAN",2
"14358",-117.21,32.74,52,1245,174,468,193,6.9322,334500,"NEAR OCEAN",5
"14360",-117.22,32.74,52,1260,202,555,209,7.2758,345200,"NEAR OCEAN",5
"14364",-117.23,32.73,35,2914,683,1562,638,2.5259,240200,"NEAR OCEAN",2
"14369",-117.24,32.73,37,2260,354,809,351,5.9113,388300,"NEAR OCEAN",4
"14371",-117.23,32.72,38,2827,581,972,558,3.2361,500001,"NEAR OCEAN",3
"14374",-117.24,32.72,39,3819,594,1361,583,6.6013,396400,"NEAR OCEAN",5
"14393",-117.24,32.75,36,2831,669,1279,660,2.9896,252700,"NEAR OCEAN",2
"14405",-117.25,32.78,21,1479,484,658,384,2.45,350000,"NEAR OCEAN",2
"14408",-117.25,32.77,35,2494,690,1126,624,4.0313,385300,"NEAR OCEAN",3
"14431",-117.25,32.79,25,1627,375,735,378,3.6429,317100,"NEAR OCEAN",3
"14441",-117.24,32.8,29,3376,882,1513,843,3.101,238200,"NEAR OCEAN",3
"14445",-117.26,32.81,25,2076,586,1060,554,2.8421,227800,"NEAR OCEAN",2
"14466",-117.23,32.81,22,3205,429,1083,410,8.1844,406300,"NEAR OCEAN",5
"14468",-117.25,32.84,19,1759,214,659,195,10.7751,500001,"NEAR OCEAN",5
"14469",-117.26,32.85,30,3652,499,978,462,8.2374,500001,"NEAR OCEAN",5
"14470",-117.25,32.83,17,2075,262,704,241,10.9529,500001,"NEAR OCEAN",5
"14475",-117.23,32.85,25,4229,601,1634,574,6.3955,316700,"NEAR OCEAN",5
"14476",-117.21,32.86,24,3596,494,1573,492,6.5382,326000,"NEAR OCEAN",5
"14484",-117.26,32.82,34,5846,785,1817,747,8.496,500001,"NEAR OCEAN",5
"14491",-117.24,32.85,18,3117,475,904,368,6.7587,388500,"NEAR OCEAN",5
"14498",-117.23,32.87,15,2290,662,1034,594,3.0104,204200,"NEAR OCEAN",3
"14504",-117.21,32.86,16,2800,566,1267,518,3.2794,148600,"NEAR OCEAN",3
"14505",-117.22,32.87,14,3512,807,1835,792,3.35,171000,"NEAR OCEAN",3
"14518",-117.13,32.91,15,1450,266,747,290,3.6111,196300,"<1H OCEAN",3
"14524",-117.12,32.9,14,3249,937,1929,838,2.8588,92500,"<1H OCEAN",2
"14531",-117.13,32.92,16,1580,241,917,261,4.7266,191100,"<1H OCEAN",4
"14532",-117.13,32.92,16,1565,257,893,239,5.5036,192300,"<1H OCEAN",4
"14538",-117.12,32.93,7,1427,243,927,239,5.3625,218900,"<1H OCEAN",4
"14542",-117.15,32.92,16,2366,392,1482,407,4.9024,182900,"<1H OCEAN",4
"14557",-117.24,32.98,4,6423,1042,2607,983,7.6348,337000,"NEAR OCEAN",5
"14566",-117.2,32.84,32,2033,394,989,389,3.2583,181400,"NEAR OCEAN",3
"14568",-117.2,32.83,36,1089,240,623,226,2.5909,176000,"NEAR OCEAN",2
"14570",-117.21,32.83,28,3241,533,1334,513,4.1806,199600,"NEAR OCEAN",3
"14577",-117.2,32.83,35,1377,350,792,313,2.8472,161400,"NEAR OCEAN",2
"14578",-117.2,32.82,35,1217,220,643,237,3.9464,171600,"NEAR OCEAN",3
"14579",-117.2,32.82,35,2772,537,1392,521,3.337,172300,"NEAR OCEAN",3
"14598",-117.17,32.81,26,788,127,346,125,5.0603,185700,"NEAR OCEAN",4
"14607",-117.14,32.83,25,2161,462,896,468,2.2284,177500,"NEAR OCEAN",2
"14615",-117.17,32.79,43,1269,297,946,285,2.1447,133300,"NEAR OCEAN",2
"14619",-117.15,32.8,23,2395,476,2284,488,3.7292,146300,"NEAR OCEAN",3
"14621",-117.16,32.79,32,1731,413,1569,427,3.3375,154300,"NEAR OCEAN",3
"14627",-117.18,32.77,16,2374,780,913,705,2.7386,87500,"NEAR OCEAN",2
"14632",-117.21,32.81,26,2496,407,1062,380,5.5413,302100,"NEAR OCEAN",4
"14640",-117.19,32.79,35,1788,378,777,374,3.3713,238400,"NEAR OCEAN",3
"14642",-117.2,32.79,29,1213,NA,654,246,4.5987,255600,"NEAR OCEAN",4
"14654",-117.14,32.8,41,2423,469,1813,466,2.1157,156900,"NEAR OCEAN",2
"14663",-117.13,32.8,33,2731,456,1263,445,4.5568,175300,"NEAR OCEAN",4
"14666",-117.12,32.8,31,1727,342,879,345,3.8125,166300,"NEAR OCEAN",3
"14667",-117.13,32.8,35,2129,382,1044,350,3.9732,174900,"NEAR OCEAN",3
"14676",-117.11,32.8,17,3890,586,2791,595,3.2197,67500,"NEAR OCEAN",3
"14678",-117.11,32.84,16,4608,629,2020,636,6.04,243000,"<1H OCEAN",5
"14679",-117.11,32.82,16,4241,892,1771,864,4.375,166500,"NEAR OCEAN",3
"14681",-117.1,32.83,16,4214,744,1820,699,4.3783,179500,"<1H OCEAN",3
"14687",-117.07,32.91,5,2234,256,894,253,10.3354,477600,"<1H OCEAN",5
"14691",-117.09,32.8,36,2163,367,915,360,4.7188,174100,"NEAR OCEAN",4
"14693",-117.11,32.79,16,2574,771,1129,721,3.3849,96900,"NEAR OCEAN",3
"14696",-117.11,32.78,16,2220,512,930,527,3.6528,133200,"NEAR OCEAN",3
"14697",-117.09,32.79,36,1529,266,683,260,4.0982,171200,"NEAR OCEAN",3
"14701",-117.07,32.8,31,2550,395,1017,405,5.1488,181000,"<1H OCEAN",4
"14706",-117.06,32.81,17,3939,550,1694,553,6.7927,234700,"<1H OCEAN",5
"14708",-117.05,32.8,17,1475,308,549,293,3.7167,180400,"<1H OCEAN",3
"14714",-117.04,32.8,25,2504,345,1067,350,5.7416,243400,"<1H OCEAN",4
"14716",-117.05,32.8,25,1905,250,865,253,6.4797,249000,"<1H OCEAN",5
